,dhlabid,urn,title,city,timestamp,year,doctype,word,count,positive,negative,sentimentscore
1186,200482986,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020629_128_142_1,faedrelandsvennen,Kristiansand,20020629,2002,digavis,biblioteket,5,11,3,8
1187,200482989,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020703_128_145_1,faedrelandsvennen,Kristiansand,20020703,2002,digavis,biblioteket,1,1,0,1
1188,200482993,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020708_128_148_1,faedrelandsvennen,Kristiansand,20020708,2002,digavis,biblioteket,1,0,1,-1
1189,200483001,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020717_128_156_1,faedrelandsvennen,Kristiansand,20020717,2002,digavis,biblioteket,1,0,0,0
1190,200483008,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020725_128_163_1,faedrelandsvennen,Kristiansand,20020725,2002,digavis,biblioteket,1,2,2,0
1191,200483009,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020726_128_164_1,faedrelandsvennen,Kristiansand,20020726,2002,digavis,biblioteket,4,2,0,2
1192,200483011,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020729_128_166_1,faedrelandsvennen,Kristiansand,20020729,2002,digavis,biblioteket,1,0,0,0
1193,200483014,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020801_128_169_1,faedrelandsvennen,Kristiansand,20020801,2002,digavis,biblioteket,2,0,0,0
1194,200483016,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020803_128_171_1,faedrelandsvennen,Kristiansand,20020803,2002,digavis,biblioteket,2,3,0,3
1195,200483017,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020805_128_172_1,faedrelandsvennen,Kristiansand,20020805,2002,digavis,biblioteket,1,1,1,0
1196,200483019,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020807_128_174_1,faedrelandsvennen,Kristiansand,20020807,2002,digavis,biblioteket,1,1,0,1
1197,200483021,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020809_128_176_1,faedrelandsvennen,Kristiansand,20020809,2002,digavis,biblioteket,1,0,1,-1
1198,200483022,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020810_128_177_1,faedrelandsvennen,Kristiansand,20020810,2002,digavis,biblioteket,1,0,1,-1
1199,200483023,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020812_128_178_1,faedrelandsvennen,Kristiansand,20020812,2002,digavis,biblioteket,3,4,1,3
1200,200483024,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020813_128_179_1,faedrelandsvennen,Kristiansand,20020813,2002,digavis,biblioteket,1,2,1,1
1201,200483025,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020814_128_180_1,faedrelandsvennen,Kristiansand,20020814,2002,digavis,biblioteket,2,2,0,2
1202,200483033,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020823_128_188_1,faedrelandsvennen,Kristiansand,20020823,2002,digavis,biblioteket,8,10,6,4
1203,200483037,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020828_128_192_1,faedrelandsvennen,Kristiansand,20020828,2002,digavis,biblioteket,2,1,3,-2
1204,200483040,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020831_128_195_1,faedrelandsvennen,Kristiansand,20020831,2002,digavis,biblioteket,2,2,2,0
1205,200483042,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020903_128_197_1,faedrelandsvennen,Kristiansand,20020903,2002,digavis,biblioteket,3,5,5,0
1206,200483048,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020910_128_203_1,faedrelandsvennen,Kristiansand,20020910,2002,digavis,biblioteket,5,4,6,-2
1207,200483049,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020911_128_204_1,faedrelandsvennen,Kristiansand,20020911,2002,digavis,biblioteket,2,1,2,-1
1208,200483051,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020913_128_206_1,faedrelandsvennen,Kristiansand,20020913,2002,digavis,biblioteket,3,2,2,0
1209,200483052,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020914_128_207_1,faedrelandsvennen,Kristiansand,20020914,2002,digavis,biblioteket,7,5,5,0
1210,200483053,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020916_128_208_1,faedrelandsvennen,Kristiansand,20020916,2002,digavis,biblioteket,4,3,5,-2
1211,200483054,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020917_128_209_1,faedrelandsvennen,Kristiansand,20020917,2002,digavis,biblioteket,1,0,0,0
1212,200483056,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020919_128_211_1,faedrelandsvennen,Kristiansand,20020919,2002,digavis,biblioteket,1,0,0,0
1213,200483058,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020921_128_213_1,faedrelandsvennen,Kristiansand,20020921,2002,digavis,biblioteket,1,1,0,1
1214,200483060,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020924_128_215_1,faedrelandsvennen,Kristiansand,20020924,2002,digavis,biblioteket,2,3,0,3
1215,200483061,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020925_128_216_1,faedrelandsvennen,Kristiansand,20020925,2002,digavis,biblioteket,1,0,1,-1
1216,200483063,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20020927_128_218_1,faedrelandsvennen,Kristiansand,20020927,2002,digavis,biblioteket,1,0,1,-1
1217,200483066,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021001_128_221_1,faedrelandsvennen,Kristiansand,20021001,2002,digavis,biblioteket,3,3,2,1
1218,200483072,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021008_128_227_1,faedrelandsvennen,Kristiansand,20021008,2002,digavis,biblioteket,10,14,7,7
1219,200483073,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021009_128_228_1,faedrelandsvennen,Kristiansand,20021009,2002,digavis,biblioteket,3,6,2,4
1220,200483075,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021011_128_230_1,faedrelandsvennen,Kristiansand,20021011,2002,digavis,biblioteket,1,2,2,0
1221,200483077,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021014_128_232_1,faedrelandsvennen,Kristiansand,20021014,2002,digavis,biblioteket,1,1,0,1
1222,200483078,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021015_128_233_1,faedrelandsvennen,Kristiansand,20021015,2002,digavis,biblioteket,3,4,5,-1
1223,200483080,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021017_128_235_1,faedrelandsvennen,Kristiansand,20021017,2002,digavis,biblioteket,2,4,3,1
1224,200483081,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021018_128_236_1,faedrelandsvennen,Kristiansand,20021018,2002,digavis,biblioteket,1,1,1,0
1225,200483083,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021021_128_238_1,faedrelandsvennen,Kristiansand,20021021,2002,digavis,biblioteket,17,12,11,1
1226,200483086,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021024_128_241_1,faedrelandsvennen,Kristiansand,20021024,2002,digavis,biblioteket,3,5,3,2
1227,200483087,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021025_128_242_1,faedrelandsvennen,Kristiansand,20021025,2002,digavis,biblioteket,1,1,1,0
1228,200483088,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021026_128_243_1,faedrelandsvennen,Kristiansand,20021026,2002,digavis,biblioteket,1,0,1,-1
1229,200483089,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021028_128_244_1,faedrelandsvennen,Kristiansand,20021028,2002,digavis,biblioteket,1,0,0,0
1230,200483091,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021030_128_246_1,faedrelandsvennen,Kristiansand,20021030,2002,digavis,biblioteket,2,2,3,-1
1231,200483092,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021031_128_247_1,faedrelandsvennen,Kristiansand,20021031,2002,digavis,biblioteket,1,0,0,0
1232,200483095,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021104_128_250_1,faedrelandsvennen,Kristiansand,20021104,2002,digavis,biblioteket,3,2,2,0
1233,200483099,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021108_128_254_1,faedrelandsvennen,Kristiansand,20021108,2002,digavis,biblioteket,3,0,3,-3
1234,200483101,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021111_128_256_1,faedrelandsvennen,Kristiansand,20021111,2002,digavis,biblioteket,2,0,2,-2
1235,200483102,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021112_128_257_1,faedrelandsvennen,Kristiansand,20021112,2002,digavis,biblioteket,2,2,1,1
1236,200483103,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021113_128_258_1,faedrelandsvennen,Kristiansand,20021113,2002,digavis,biblioteket,1,1,0,1
1237,200483104,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021114_128_259_1,faedrelandsvennen,Kristiansand,20021114,2002,digavis,biblioteket,5,4,16,-12
1238,200483105,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021115_128_260_1,faedrelandsvennen,Kristiansand,20021115,2002,digavis,biblioteket,2,3,2,1
1239,200483106,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021116_128_261_1,faedrelandsvennen,Kristiansand,20021116,2002,digavis,biblioteket,1,1,3,-2
1240,200483108,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021119_128_263_1,faedrelandsvennen,Kristiansand,20021119,2002,digavis,biblioteket,1,1,1,0
1241,200483109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021120_128_264_1,faedrelandsvennen,Kristiansand,20021120,2002,digavis,biblioteket,1,0,2,-2
1242,200483110,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021121_128_265_1,faedrelandsvennen,Kristiansand,20021121,2002,digavis,biblioteket,1,0,2,-2
1243,200483111,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021122_128_266_1,faedrelandsvennen,Kristiansand,20021122,2002,digavis,biblioteket,20,22,27,-5
1244,200483112,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021123_128_267_1,faedrelandsvennen,Kristiansand,20021123,2002,digavis,biblioteket,1,1,1,0
1245,200483113,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021125_128_268_1,faedrelandsvennen,Kristiansand,20021125,2002,digavis,biblioteket,1,3,1,2
1246,200483114,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021126_128_269_1,faedrelandsvennen,Kristiansand,20021126,2002,digavis,biblioteket,2,2,2,0
1247,200483115,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021127_128_270_1,faedrelandsvennen,Kristiansand,20021127,2002,digavis,biblioteket,2,2,0,2
1248,200483116,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021128_128_271_1,faedrelandsvennen,Kristiansand,20021128,2002,digavis,biblioteket,2,4,1,3
1249,200483117,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021129_128_272_1,faedrelandsvennen,Kristiansand,20021129,2002,digavis,biblioteket,1,1,0,1
1250,200483118,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021130_128_273_1,faedrelandsvennen,Kristiansand,20021130,2002,digavis,biblioteket,1,1,2,-1
1251,200483120,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021203_128_275_1,faedrelandsvennen,Kristiansand,20021203,2002,digavis,biblioteket,1,1,1,0
1252,200483121,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021204_128_276_1,faedrelandsvennen,Kristiansand,20021204,2002,digavis,biblioteket,6,4,6,-2
1253,200483124,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021207_128_279_1,faedrelandsvennen,Kristiansand,20021207,2002,digavis,biblioteket,1,0,0,0
1254,200483125,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021209_128_280_1,faedrelandsvennen,Kristiansand,20021209,2002,digavis,biblioteket,2,1,1,0
1255,200483126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021210_128_281_1,faedrelandsvennen,Kristiansand,20021210,2002,digavis,biblioteket,1,1,2,-1
1256,200483127,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021211_128_282_1,faedrelandsvennen,Kristiansand,20021211,2002,digavis,biblioteket,1,0,4,-4
1257,200483128,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021212_128_283_1,faedrelandsvennen,Kristiansand,20021212,2002,digavis,biblioteket,1,1,0,1
1258,200483132,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021217_128_287_1,faedrelandsvennen,Kristiansand,20021217,2002,digavis,biblioteket,1,1,0,1
1259,200483133,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021218_128_288_1,faedrelandsvennen,Kristiansand,20021218,2002,digavis,biblioteket,18,26,18,8
1260,200483136,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20021221_128_291_1,faedrelandsvennen,Kristiansand,20021221,2002,digavis,biblioteket,2,2,4,-2
1261,200483143,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030102_129_1_1,faedrelandsvennen,Kristiansand,20030102,2003,digavis,biblioteket,2,6,0,6
1262,200483145,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030104_129_3_1,faedrelandsvennen,Kristiansand,20030104,2003,digavis,biblioteket,1,1,2,-1
1263,200483150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030110_129_8_1,faedrelandsvennen,Kristiansand,20030110,2003,digavis,biblioteket,1,2,3,-1
1264,200483151,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030111_129_9_1,faedrelandsvennen,Kristiansand,20030111,2003,digavis,biblioteket,2,4,3,1
1265,200483152,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030113_129_10_1,faedrelandsvennen,Kristiansand,20030113,2003,digavis,biblioteket,1,1,0,1
1266,200483153,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030114_129_11_1,faedrelandsvennen,Kristiansand,20030114,2003,digavis,biblioteket,1,1,1,0
1267,200483155,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030116_129_13_1,faedrelandsvennen,Kristiansand,20030116,2003,digavis,biblioteket,3,4,5,-1
1268,200483156,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030117_129_14_1,faedrelandsvennen,Kristiansand,20030117,2003,digavis,biblioteket,1,1,1,0
1269,200483157,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030118_129_15_1,faedrelandsvennen,Kristiansand,20030118,2003,digavis,biblioteket,1,1,3,-2
1270,200483158,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030120_129_16_1,faedrelandsvennen,Kristiansand,20030120,2003,digavis,biblioteket,3,4,5,-1
1271,200483159,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030121_129_17_1,faedrelandsvennen,Kristiansand,20030121,2003,digavis,biblioteket,5,4,5,-1
1272,200483160,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030122_129_18_1,faedrelandsvennen,Kristiansand,20030122,2003,digavis,biblioteket,3,6,2,4
1273,200483162,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030124_129_20_1,faedrelandsvennen,Kristiansand,20030124,2003,digavis,biblioteket,1,0,0,0
1274,200483163,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030125_129_21_1,faedrelandsvennen,Kristiansand,20030125,2003,digavis,biblioteket,3,2,2,0
1275,200483169,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030201_129_27_1,faedrelandsvennen,Kristiansand,20030201,2003,digavis,biblioteket,9,12,6,6
1276,200483179,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030213_129_37_1,faedrelandsvennen,Kristiansand,20030213,2003,digavis,biblioteket,2,0,0,0
1277,200483180,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030214_129_38_1,faedrelandsvennen,Kristiansand,20030214,2003,digavis,biblioteket,1,4,1,3
1278,200483182,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030217_129_40_1,faedrelandsvennen,Kristiansand,20030217,2003,digavis,biblioteket,2,2,1,1
1279,200483186,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030221_129_44_1,faedrelandsvennen,Kristiansand,20030221,2003,digavis,biblioteket,1,3,1,2
1280,200483188,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030224_129_46_1,faedrelandsvennen,Kristiansand,20030224,2003,digavis,biblioteket,2,2,0,2
1281,200483192,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030228_129_50_1,faedrelandsvennen,Kristiansand,20030228,2003,digavis,biblioteket,1,0,0,0
1282,200483194,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030303_129_52_1,faedrelandsvennen,Kristiansand,20030303,2003,digavis,biblioteket,3,1,8,-7
1283,200483195,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030304_129_53_1,faedrelandsvennen,Kristiansand,20030304,2003,digavis,biblioteket,2,2,5,-3
1284,200483196,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030305_129_54_1,faedrelandsvennen,Kristiansand,20030305,2003,digavis,biblioteket,2,1,1,0
1285,200483199,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030308_129_57_1,faedrelandsvennen,Kristiansand,20030308,2003,digavis,biblioteket,2,1,2,-1
1286,200483203,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030313_129_61_1,faedrelandsvennen,Kristiansand,20030313,2003,digavis,biblioteket,1,1,0,1
1287,200483204,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030314_129_62_1,faedrelandsvennen,Kristiansand,20030314,2003,digavis,biblioteket,1,0,3,-3
1288,200483205,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030315_129_63_1,faedrelandsvennen,Kristiansand,20030315,2003,digavis,biblioteket,1,2,0,2
1289,200483209,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030320_129_67_1,faedrelandsvennen,Kristiansand,20030320,2003,digavis,biblioteket,2,1,2,-1
1290,200483212,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030324_129_70_1,faedrelandsvennen,Kristiansand,20030324,2003,digavis,biblioteket,1,0,0,0
1291,200483215,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030327_129_73_1,faedrelandsvennen,Kristiansand,20030327,2003,digavis,biblioteket,2,1,0,1
1292,200483217,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030329_129_75_1,faedrelandsvennen,Kristiansand,20030329,2003,digavis,biblioteket,3,1,3,-2
1293,200483219,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030401_129_77_1,faedrelandsvennen,Kristiansand,20030401,2003,digavis,biblioteket,1,1,0,1
1294,200483221,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030403_129_79_1,faedrelandsvennen,Kristiansand,20030403,2003,digavis,biblioteket,6,17,10,7
1295,200483222,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030404_129_80_1,faedrelandsvennen,Kristiansand,20030404,2003,digavis,biblioteket,1,0,0,0
1296,200483223,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030405_129_81_1,faedrelandsvennen,Kristiansand,20030405,2003,digavis,biblioteket,1,1,0,1
1297,200483227,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030410_129_85_1,faedrelandsvennen,Kristiansand,20030410,2003,digavis,biblioteket,1,0,0,0
1298,200483230,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030414_129_88_1,faedrelandsvennen,Kristiansand,20030414,2003,digavis,biblioteket,1,0,0,0
1299,200483237,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030426_129_95_1,faedrelandsvennen,Kristiansand,20030426,2003,digavis,biblioteket,3,4,2,2
1300,200483242,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030503_129_100_1,faedrelandsvennen,Kristiansand,20030503,2003,digavis,biblioteket,1,0,0,0
1301,200483247,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030509_129_105_1,faedrelandsvennen,Kristiansand,20030509,2003,digavis,biblioteket,7,13,14,-1
1302,200483251,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030514_129_109_1,faedrelandsvennen,Kristiansand,20030514,2003,digavis,biblioteket,2,2,1,1
1303,200483253,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030516_129_111_1,faedrelandsvennen,Kristiansand,20030516,2003,digavis,biblioteket,2,1,3,-2
1304,200483263,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030530_129_121_1,faedrelandsvennen,Kristiansand,20030530,2003,digavis,biblioteket,1,1,0,1
1305,200483267,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030604_129_125_1,faedrelandsvennen,Kristiansand,20030604,2003,digavis,biblioteket,1,0,0,0
1306,200483274,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030613_129_131_1,faedrelandsvennen,Kristiansand,20030613,2003,digavis,biblioteket,2,2,1,1
1307,200483276,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030616_129_133_1,faedrelandsvennen,Kristiansand,20030616,2003,digavis,biblioteket,1,1,1,0
1308,200483277,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030617_129_134_1,faedrelandsvennen,Kristiansand,20030617,2003,digavis,biblioteket,20,16,19,-3
1309,200483278,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030618_129_135_1,faedrelandsvennen,Kristiansand,20030618,2003,digavis,biblioteket,5,10,2,8
1310,200483280,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030620_129_137_1,faedrelandsvennen,Kristiansand,20030620,2003,digavis,biblioteket,3,2,5,-3
1311,200483285,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030626_129_142_1,faedrelandsvennen,Kristiansand,20030626,2003,digavis,biblioteket,1,0,0,0
1312,200483286,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030627_129_143_1,faedrelandsvennen,Kristiansand,20030627,2003,digavis,biblioteket,5,6,3,3
1313,200483289,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030701_129_146_1,faedrelandsvennen,Kristiansand,20030701,2003,digavis,biblioteket,1,0,1,-1
1314,200483290,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030702_129_147_1,faedrelandsvennen,Kristiansand,20030702,2003,digavis,biblioteket,1,0,0,0
1315,200483296,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030709_129_153_1,faedrelandsvennen,Kristiansand,20030709,2003,digavis,biblioteket,1,0,1,-1
1316,200483299,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030712_129_156_1,faedrelandsvennen,Kristiansand,20030712,2003,digavis,biblioteket,3,1,7,-6
1317,200483301,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030715_129_158_1,faedrelandsvennen,Kristiansand,20030715,2003,digavis,biblioteket,1,1,1,0
1318,200483316,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030801_129_172_1,faedrelandsvennen,Kristiansand,20030801,2003,digavis,biblioteket,1,0,0,0
1319,200483322,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030808_129_178_1,faedrelandsvennen,Kristiansand,20030808,2003,digavis,biblioteket,2,3,2,1
1320,200483323,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030809_129_179_1,faedrelandsvennen,Kristiansand,20030809,2003,digavis,biblioteket,1,0,0,0
1321,200483324,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030811_129_180_1,faedrelandsvennen,Kristiansand,20030811,2003,digavis,biblioteket,1,0,0,0
1322,200483325,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030812_129_181_1,faedrelandsvennen,Kristiansand,20030812,2003,digavis,biblioteket,1,0,0,0
1323,200483326,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030813_129_182_1,faedrelandsvennen,Kristiansand,20030813,2003,digavis,biblioteket,1,1,0,1
1324,200483327,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030814_129_183_1,faedrelandsvennen,Kristiansand,20030814,2003,digavis,biblioteket,2,2,0,2
1325,200483331,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030819_129_187_1,faedrelandsvennen,Kristiansand,20030819,2003,digavis,biblioteket,2,2,4,-2
1326,200483332,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030820_129_188_1,faedrelandsvennen,Kristiansand,20030820,2003,digavis,biblioteket,1,2,0,2
1327,200483334,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030822_129_190_1,faedrelandsvennen,Kristiansand,20030822,2003,digavis,biblioteket,1,0,1,-1
1328,200483335,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030823_129_191_1,faedrelandsvennen,Kristiansand,20030823,2003,digavis,biblioteket,1,0,1,-1
1329,200483336,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030825_129_192_1,faedrelandsvennen,Kristiansand,20030825,2003,digavis,biblioteket,1,0,0,0
1330,200483337,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030826_129_193_1,faedrelandsvennen,Kristiansand,20030826,2003,digavis,biblioteket,1,2,1,1
1331,200483338,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030827_129_194_1,faedrelandsvennen,Kristiansand,20030827,2003,digavis,biblioteket,5,7,4,3
1332,200483340,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030829_129_196_1,faedrelandsvennen,Kristiansand,20030829,2003,digavis,biblioteket,1,0,1,-1
1333,200483346,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030905_129_202_1,faedrelandsvennen,Kristiansand,20030905,2003,digavis,biblioteket,4,3,5,-2
1334,200483347,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030906_129_203_1,faedrelandsvennen,Kristiansand,20030906,2003,digavis,biblioteket,3,6,6,0
1335,200483348,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030908_129_204_1,faedrelandsvennen,Kristiansand,20030908,2003,digavis,biblioteket,2,1,1,0
1336,200483349,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030909_129_205_1,faedrelandsvennen,Kristiansand,20030909,2003,digavis,biblioteket,5,5,3,2
1337,200483350,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030910_129_206_1,faedrelandsvennen,Kristiansand,20030910,2003,digavis,biblioteket,2,1,1,0
1338,200483351,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030911_129_207_1,faedrelandsvennen,Kristiansand,20030911,2003,digavis,biblioteket,1,2,0,2
1339,200483352,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030912_129_208_1,faedrelandsvennen,Kristiansand,20030912,2003,digavis,biblioteket,1,1,0,1
1340,200483353,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030913_129_209_1,faedrelandsvennen,Kristiansand,20030913,2003,digavis,biblioteket,5,5,9,-4
1341,200483357,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20030918_129_213_1,faedrelandsvennen,Kristiansand,20030918,2003,digavis,biblioteket,2,1,1,0
